transaction_id,user_id,transaction_amount,transaction_type,account_balance,device_type,location,merchant_category,ip_address_flag,previous_fraudulent_activity,daily_transaction_count,avg_transaction_amount_7d,failed_transaction_count_7d,card_type,card_age,transaction_distance,authentication_method,risk_score,is_weekend,fraud_label,hour,day_of_week,is_night,is_business_hours,is_small_amount,amount_log,is_high_risk,is_low_risk,is_high_frequency,has_recent_failures,suspicious_ip,has_fraud_history,weekend_with_failures
31885,5838,50.44,0,19962.22,0,0,4,0,0,14,278.55,1,1,131,3993.62,2,0.4582,1,0,8,6,0,0,0,3.940416079929364,0,0,1,1,0,0,1
45766,5708,55.5,0,89664.63,0,0,2,0,0,6,483.58,4,1,192,3721.54,1,0.5837,0,1,3,3,1,0,0,4.034240638152395,0,0,0,1,0,0,0
4603,5636,54.09,1,51287.15,1,3,1,0,0,11,152.63,2,0,91,1061.27,2,0.1454,0,0,20,4,0,0,0,4.008968211484625,0,1,1,1,0,0,0
9415,6625,9.66,2,12420.17,2,2,1,0,0,6,173.97,0,2,5,762.21,1,0.0793,0,0,17,1,0,1,1,2.3664984187376983,0,1,0,0,0,0,0
21427,248,64.78,3,23487.76,0,1,3,0,0,1,17.85,2,0,3,3378.44,3,0.2245,0,0,9,0,0,1,0,4.186315840760911,0,1,0,1,0,0,0
5755,8314,37.11,3,92977.91,2,3,1,0,0,12,457.42,3,3,135,395.36,0,0.1136,0,0,8,3,0,0,0,3.640476714885769,0,1,1,1,0,0,0
27008,8378,1.58,1,63076.36,0,2,0,0,0,13,309.49,1,0,47,2074.77,0,0.3433,1,0,9,5,0,1,1,0.9477893989335261,0,0,1,1,0,0,1
2902,4846,178.56,3,62359.52,2,4,2,0,0,4,491.21,4,3,29,2159.31,3,0.444,0,1,10,2,0,1,0,5.190509413913731,0,0,0,1,0,0,0
2386,4923,19.37,1,34416.01,2,0,4,0,0,9,163.5,3,1,129,4436.61,2,0.2924,1,0,4,5,1,0,0,3.0140632302387145,0,1,0,1,0,0,1
45684,4552,22.02,0,55851.38,1,3,1,0,0,13,179.73,3,3,204,633.99,2,0.1305,0,0,4,3,1,0,0,3.1363634032937364,0,1,1,1,0,0,0
6567,3605,203.97,0,73616.91,1,2,3,1,0,4,482.2,4,2,173,4723.22,3,0.8633,1,1,23,6,1,0,0,5.322863626966037,1,0,0,1,1,0,1
48013,2828,55.35,3,88292.27,2,3,1,0,0,12,283.43,0,3,80,625.67,2,0.7883,0,0,16,3,0,1,0,4.031582240485785,1,0,1,0,0,0,0
5690,8715,17.17,0,71983.33,1,3,1,0,0,2,36.46,2,2,165,3402.37,2,0.0233,1,0,7,5,0,0,0,2.89977188240808,0,1,0,1,0,0,1
3854,8739,72.33,0,29954.64,1,3,0,0,0,3,233.6,4,1,120,3956.54,3,0.408,0,1,21,0,0,0,0,4.294969802105708,0,0,0,1,0,0,0
18332,5705,188.75,2,58078.66,1,3,4,0,1,4,495.1,0,0,85,3935.53,3,0.1379,1,0,7,6,0,0,0,5.2457074162757396,0,1,0,0,0,1,0
35683,2082,2.61,1,51803.62,2,4,2,0,0,1,382.67,2,3,86,4963.49,0,0.5355,0,0,0,2,1,0,1,1.2837077723447896,0,0,0,1,0,0,0
22434,6960,195.76,2,85000.68,2,1,4,0,1,14,226.9,1,2,65,4045.87,2,0.2553,0,0,19,1,0,0,0,5.281984711927139,0,1,1,1,0,1,0
30266,116,8.06,0,38155.13,0,3,4,0,0,9,298.73,4,2,232,1819.59,3,0.4784,1,1,22,6,1,0,1,2.203869120054888,0,0,0,1,0,0,1
25680,7061,73.34,1,72060.59,0,0,0,0,0,9,434.91,2,3,92,4779.55,0,0.4097,0,0,13,3,0,1,0,4.308649164869106,0,0,0,1,0,0,0
29425,3139,9.82,1,39996.92,1,3,1,0,0,13,42.42,2,1,152,2772.48,3,0.9658,0,1,14,2,0,1,1,2.3813962734183356,1,0,1,1,0,0,0
15723,6395,197.21,2,32472.3,0,3,1,0,0,14,268.08,0,3,225,1947.0,2,0.8843,1,1,17,5,0,1,0,5.289327074709904,1,0,1,0,0,0,0
45006,6640,56.45,0,1525.05,1,1,3,0,0,8,277.53,3,0,103,1031.7,3,0.6745,0,0,0,1,1,0,0,4.050915004294764,0,0,0,1,0,0,0
32424,4122,0.32,2,39236.78,1,3,1,0,0,11,66.4,1,0,38,1548.07,1,0.5475,1,0,2,5,1,0,1,0.2776317365982795,0,0,1,1,0,0,1
31644,7014,63.83,3,75526.24,0,3,3,0,0,14,69.19,1,3,45,3878.08,0,0.6558,0,0,20,0,0,0,0,4.171768459186905,0,0,1,1,0,0,0
12363,1154,147.71,3,40660.04,0,3,3,0,0,5,191.11,2,2,20,3055.68,1,0.1327,0,0,16,1,0,1,0,5.001998100700592,0,1,0,1,0,0,0
44132,4828,127.57,0,43073.71,0,0,4,0,0,7,139.86,0,3,228,3424.04,1,0.7918,0,0,10,2,0,1,0,4.856473503096157,1,0,0,0,0,0,0
35885,1754,15.24,3,61396.94,2,1,4,0,0,9,198.16,2,0,195,840.45,2,0.5575,0,0,8,3,0,0,0,2.787477334733532,0,0,0,1,0,0,0
41790,3257,80.4,3,60394.4,0,2,4,0,0,10,292.42,4,2,95,4530.61,0,0.8746,0,1,6,2,0,0,0,4.399375273008495,1,0,0,1,0,0,0
1199,6447,3.13,3,34717.05,2,1,3,0,0,8,266.86,2,0,87,2351.65,0,0.4547,0,0,6,3,0,0,1,1.4182774069729414,0,0,0,1,0,0,0
35019,7429,9.53,2,60125.25,1,4,2,0,0,10,389.23,0,0,206,3951.42,2,0.3199,0,0,15,4,0,1,1,2.354228326145884,0,0,0,0,0,0,0
13406,4948,24.73,1,26301.84,2,2,0,0,1,2,181.3,2,0,162,1199.1,0,0.8063,1,0,0,5,1,0,0,3.2476576262936527,1,0,0,1,0,1,1
49350,7602,138.21,3,38278.34,2,2,1,0,0,2,424.38,1,2,158,4183.86,2,0.703,1,0,9,6,0,1,0,4.935983584400476,1,0,0,1,0,0,1
31492,2122,39.63,1,8549.08,1,4,4,0,0,13,329.74,4,3,17,4940.9,3,0.5676,0,1,12,1,0,1,0,3.7045067099996354,0,0,1,1,0,0,0
22518,7123,11.77,0,42891.23,1,0,2,0,1,5,434.42,4,1,106,1296.27,0,0.7972,0,1,20,4,0,0,0,2.547098670044448,1,0,0,1,0,1,0
34728,7937,129.22,1,19305.37,1,0,0,0,0,13,368.53,3,1,44,665.43,2,0.7823,0,0,18,3,0,0,0,4.869225327808716,1,0,1,1,0,0,0
5163,5113,13.36,1,12122.23,2,2,2,0,0,6,363.3,0,3,159,142.32,2,0.8096,0,0,16,3,0,1,0,2.664446563620078,1,0,0,0,0,0,0
18153,5888,272.93,3,34981.69,1,0,2,0,0,4,128.02,3,2,121,4510.4,0,0.3406,0,0,2,4,1,0,0,5.612872599296359,0,0,0,1,0,0,0
20117,5317,23.69,3,24626.76,1,4,3,0,0,13,23.77,2,0,25,2506.35,0,0.6866,0,0,3,3,1,0,0,3.206398303357088,0,0,1,1,0,0,0
8362,3361,70.81,0,99005.13,2,1,1,0,0,3,362.81,3,3,211,3089.62,0,0.5454,1,0,19,6,0,0,0,4.2740237421222265,0,0,0,1,0,0,1
16350,3993,22.63,1,85873.02,1,2,2,0,0,3,282.11,3,1,163,817.02,1,0.3183,1,0,4,6,1,0,0,3.1625170911988163,0,0,0,1,0,0,1
33875,298,92.27,0,69161.25,1,1,4,0,0,14,296.52,4,2,185,4627.43,3,0.9537,0,1,5,3,1,0,0,4.535498512738772,1,0,1,1,0,0,0
31669,4575,112.72,0,85678.68,2,0,0,0,0,5,403.13,3,1,64,229.77,0,0.1398,0,0,10,4,0,1,0,4.733739286782799,0,1,0,1,0,0,0
33382,3312,213.77,0,44775.66,1,1,0,0,0,11,449.66,2,0,179,3352.98,3,0.1848,0,0,12,1,0,1,0,5.369567688076203,0,1,1,1,0,0,0
5855,6943,3.06,1,75650.51,0,3,1,0,0,3,391.4,0,1,62,1855.93,1,0.0077,0,0,18,1,0,0,1,1.4011829736136414,0,1,0,0,0,0,0
43498,6312,308.73,1,841.65,1,1,0,0,0,9,184.97,3,0,51,4722.91,0,0.6362,0,0,22,1,1,0,0,5.735700950224475,0,0,0,1,0,0,0
22228,352,18.98,2,96821.71,2,3,0,0,0,5,286.61,1,1,202,1607.61,1,0.9372,0,1,10,3,0,1,0,2.9947317732204075,1,0,0,1,0,0,0
39920,6167,38.1,2,80339.18,2,1,3,0,0,4,376.23,0,3,209,2141.19,3,0.7429,0,0,7,3,0,0,0,3.66612246699132,1,0,0,0,0,0,0
37585,8605,69.78,3,84572.25,0,2,3,1,0,5,278.72,1,3,143,3623.95,1,0.9892,1,1,2,5,1,0,0,4.259576474917317,1,0,0,1,1,0,1
8048,6574,29.6,0,91272.39,1,0,2,0,1,5,423.67,3,0,132,3869.54,0,0.4975,1,0,17,5,0,1,0,3.4210000089583352,0,0,0,1,0,1,1
43246,489,231.0,3,50228.86,2,0,3,0,0,11,261.18,2,2,11,736.9,0,0.8829,0,1,10,4,0,1,0,5.44673737166631,1,0,1,1,0,0,0
46946,8681,24.48,3,89578.63,1,1,1,0,0,10,380.6,2,2,223,2541.13,0,0.319,0,0,12,2,0,1,0,3.2378938307039626,0,0,0,1,0,0,0
14390,2785,237.11,3,38531.58,1,3,1,0,0,5,397.31,2,1,8,7.01,2,0.7501,1,0,9,6,0,1,0,5.472732751770894,1,0,0,1,0,0,1
27399,2464,306.6,3,66429.56,0,1,2,0,0,13,130.04,0,1,108,1700.82,0,0.4144,0,0,20,1,0,0,0,5.728800237631489,0,0,1,0,0,0,0
30240,328,29.72,3,88648.99,0,0,2,0,0,3,54.98,2,2,55,2254.22,1,0.4566,0,0,10,4,0,1,0,3.4249139082794713,0,0,0,1,0,0,0
11453,3921,124.88,2,72517.85,2,3,1,0,0,4,459.11,1,2,93,1379.33,3,0.6091,0,0,8,4,0,0,0,4.835329072196206,0,0,0,1,0,0,0
5857,4304,27.92,1,77140.55,1,4,0,0,0,3,464.6,0,1,105,3061.09,3,0.1976,0,0,2,1,1,0,0,3.3645333972905638,0,1,0,0,0,0,0
13744,6079,34.39,2,44749.59,1,0,2,0,0,10,342.54,3,0,182,3093.97,1,0.673,1,0,6,6,0,0,0,3.566429294357372,0,0,0,1,0,0,1
36318,6621,95.05,1,83198.66,1,0,3,0,0,10,37.39,1,0,151,1498.03,3,0.3344,0,0,22,1,1,0,0,4.564868889214566,0,0,0,1,0,0,0
40818,7455,31.7,2,82964.35,0,3,0,0,0,11,338.59,2,3,103,4265.72,2,0.0055,1,0,13,5,0,1,0,3.487375077903208,0,1,1,1,0,0,1
1928,5808,191.97,2,67585.77,2,1,0,0,0,13,302.64,3,2,41,4856.51,2,0.0958,1,0,11,6,0,1,0,5.262534736408265,0,1,1,1,0,0,1
9579,2412,44.07,1,11918.09,1,1,2,0,0,11,376.21,3,3,231,13.98,3,0.3889,0,0,19,3,0,0,0,3.808216836702557,0,0,1,1,0,0,0
42771,295,25.38,0,48704.75,2,3,0,1,0,7,115.09,3,2,168,3408.27,2,0.3222,1,0,6,6,0,0,0,3.2726061472891685,0,0,0,1,1,0,1
18673,7794,394.62,0,71321.68,1,3,3,0,0,7,316.12,0,1,68,2684.63,3,0.6492,1,0,1,6,1,0,0,5.98045415458793,0,0,0,0,0,0,0
38120,1050,63.37,3,47665.1,1,0,2,0,0,4,109.07,2,1,20,3572.45,3,0.2708,1,0,12,6,0,1,0,4.164647686064525,0,1,0,1,0,0,1
41694,8374,16.97,3,52165.88,1,2,1,0,0,10,319.69,0,3,103,4184.27,0,0.7169,1,0,11,5,0,1,0,2.8887037007954675,1,0,0,0,0,0,0
24678,4506,363.86,3,90037.97,0,0,1,0,1,10,24.57,2,1,140,4614.29,3,0.2718,0,0,3,3,1,0,0,5.899513718360073,0,1,0,1,0,1,0
17003,1516,106.2,1,31890.74,0,0,1,0,0,6,418.15,3,3,94,1352.51,3,0.2693,0,0,5,4,1,0,0,4.674696248636701,0,1,0,1,0,0,0
8609,1083,70.42,1,21248.8,0,1,4,0,0,1,377.0,1,1,15,1571.39,0,0.8499,0,0,4,0,1,0,0,4.268577942166303,1,0,0,1,0,0,0
48080,4167,21.33,0,96219.67,2,2,0,0,0,2,159.98,0,1,77,1837.58,0,0.1647,1,0,1,5,1,0,0,3.1059310658520665,0,1,0,0,0,0,0
5646,5852,64.23,1,67088.03,0,3,0,0,0,14,324.54,0,2,38,3717.63,2,0.1274,0,0,19,2,0,0,0,4.177919485808005,0,1,1,0,0,0,0
4030,2285,298.9,3,55658.79,2,3,4,0,0,14,60.8,1,2,42,2015.46,1,0.9441,0,1,5,2,1,0,0,5.703449085754963,1,0,1,1,0,0,0
22934,1398,173.68,3,50940.03,1,0,2,0,0,10,282.28,4,1,71,146.07,0,0.7388,1,1,10,5,0,1,0,5.16295572861736,1,0,0,1,0,0,1
22715,2735,126.92,2,85516.43,2,4,4,0,0,12,373.92,4,1,201,4787.71,2,0.3925,0,1,6,4,0,0,0,4.851405068525699,0,0,1,1,0,0,0
28954,4217,40.64,0,76016.81,1,0,1,0,0,5,359.54,1,0,128,620.67,2,0.6901,1,0,14,6,0,1,0,3.7290612437467683,0,0,0,1,0,0,1
36282,969,12.87,2,51260.5,2,2,0,0,0,1,230.41,2,1,235,1729.86,3,0.4653,1,0,4,5,1,0,0,2.6297282343267403,0,0,0,1,0,0,1
29784,361,3.1,1,76141.76,1,2,4,0,0,10,204.59,4,3,67,2958.68,2,0.7693,0,1,12,3,0,1,1,1.410986973710262,1,0,0,1,0,0,0
42474,5980,31.27,2,6814.33,2,2,0,0,0,5,449.24,2,0,122,8.34,3,0.737,1,0,21,6,0,0,0,3.4741380060638702,1,0,0,1,0,0,1
21365,5317,77.02,0,35240.55,2,1,4,0,0,10,232.91,0,1,194,3686.61,1,0.4556,0,0,4,1,1,0,0,4.35696520407851,0,0,0,0,0,0,0
45150,1924,9.21,1,29122.14,1,3,3,0,0,3,58.34,2,3,167,307.19,1,0.4958,1,0,1,6,1,0,1,2.3233676321765744,0,0,0,1,0,0,1
45542,3242,24.95,3,40716.69,0,0,0,0,0,1,57.26,1,2,70,1674.43,1,0.3064,0,0,7,1,0,0,0,3.2561716096118976,0,0,0,1,0,0,0
42295,585,48.03,1,64769.27,0,1,0,0,0,5,495.11,1,2,12,417.64,3,0.1824,1,0,7,5,0,0,0,3.892432355663142,0,1,0,1,0,0,1
9025,8519,31.32,0,11082.48,2,0,4,0,0,11,68.46,3,3,31,2672.02,2,0.491,0,0,23,2,1,0,0,3.4756862336528944,0,0,1,1,0,0,0
19533,8778,60.8,2,48076.05,1,1,3,0,0,1,130.51,1,2,74,1388.4,3,0.3993,0,0,8,3,0,0,0,4.123903364463645,0,0,0,1,0,0,0
7584,8745,98.82,1,20800.69,2,2,3,0,0,10,440.03,0,1,151,743.79,3,0.1682,1,0,14,5,0,1,0,4.603368564041463,0,1,0,0,0,0,0
32535,4130,32.32,3,35239.44,2,0,2,0,0,12,260.55,1,0,93,2716.25,1,0.69,0,0,22,0,1,0,0,3.506157817298642,0,0,1,1,0,0,0
30320,5846,174.45,3,73618.23,1,3,0,0,0,9,386.62,3,0,207,4996.91,1,0.4651,0,0,16,0,0,1,0,5.167354102029224,0,0,0,1,0,0,0
16720,7924,109.35,3,42365.28,1,0,3,0,0,4,355.47,1,1,103,3099.26,0,0.389,0,0,15,1,0,1,0,4.703657132702745,0,0,0,1,0,0,0
6366,8073,22.51,0,1651.62,2,0,3,0,0,2,470.64,0,0,23,205.3,0,0.4306,0,0,15,4,0,1,0,3.157425862551978,0,0,0,0,0,0,0
21781,2050,35.93,0,83856.0,0,4,1,0,1,7,233.36,2,0,167,1550.67,2,0.6015,0,0,22,2,1,0,0,3.6090242288644716,0,0,0,1,0,1,0
482,3406,282.59,1,62888.38,2,2,1,0,1,2,105.64,0,1,104,1603.64,3,0.8951,0,1,16,0,0,1,0,5.647529533105403,1,0,0,0,0,1,0
17522,1529,263.8,0,94812.91,2,4,0,0,0,3,476.31,2,3,139,1300.58,1,0.8601,0,1,3,1,1,0,0,5.578974824062853,1,0,0,1,0,0,0
21229,4962,58.79,3,81359.53,1,0,2,0,0,8,373.39,0,1,91,2367.83,2,0.2124,0,0,22,2,1,0,0,4.090838422892813,0,1,0,0,0,0,0
29488,6310,124.74,1,61520.85,2,1,4,1,0,13,293.03,1,2,196,2379.56,3,0.4269,1,0,14,6,0,1,0,4.834216282954915,0,0,1,1,1,0,1
32589,6955,48.92,3,13124.53,2,3,3,0,0,1,131.59,1,2,79,2898.69,0,0.9879,0,1,5,3,1,0,0,3.9104217240611723,1,0,0,1,0,0,0
28379,81,4.97,0,19504.57,2,1,0,0,0,8,394.36,3,2,205,3639.03,3,0.3491,0,0,21,0,0,0,1,1.7867469274045107,0,0,0,1,0,0,0
20086,7145,50.4,1,70996.25,1,0,1,0,0,14,84.89,1,0,74,1043.77,3,0.5126,0,0,8,0,0,0,0,3.9396381724611196,0,0,1,1,0,0,0
8714,7753,180.62,0,53345.96,2,3,4,0,0,4,47.79,2,1,90,3326.17,3,0.6589,0,0,8,2,0,0,0,5.201916592261682,0,0,0,1,0,0,0
19783,445,140.6,0,13935.49,2,3,0,0,0,9,227.36,1,2,200,2864.87,2,0.7153,0,0,17,1,0,1,0,4.953006181259619,1,0,0,1,0,0,0
47426,4131,231.35,0,92933.91,0,4,2,0,0,8,478.76,1,3,34,2273.51,3,0.1123,0,0,11,0,0,1,0,5.448244855530987,0,1,0,1,0,0,0
15868,5040,212.22,3,6753.07,1,3,4,0,0,4,107.26,4,1,179,1046.9,0,0.4688,0,1,20,2,0,0,0,5.362324496522329,0,0,0,1,0,0,0
25637,4035,147.84,3,46527.47,2,3,4,0,0,1,131.17,3,3,148,4908.34,2,0.6642,0,0,16,2,0,1,0,5.002871903478422,0,0,0,1,0,0,0
28399,1544,158.85,1,11813.99,2,2,4,0,0,14,465.49,1,0,79,2653.12,3,0.3265,1,0,12,6,0,1,0,5.074235875505851,0,0,1,1,0,0,1
30212,454,4.43,1,18905.83,0,2,3,0,0,9,292.94,3,2,18,2594.13,3,0.4432,1,0,8,5,0,0,1,1.691939133945844,0,0,0,1,0,0,1
41279,4921,85.45,0,41767.46,1,3,2,0,0,14,228.01,0,2,92,4570.28,1,0.3784,1,0,10,5,0,1,0,4.4595662121293,0,0,1,0,0,0,0
41019,554,99.32,2,29329.35,2,0,0,0,0,10,34.74,4,3,167,3368.55,0,0.1655,0,1,3,3,1,0,0,4.608365076884611,0,1,0,1,0,0,0
49781,5999,87.29,1,82933.42,2,3,4,0,1,2,270.04,0,0,115,4233.75,1,0.1413,0,0,23,2,1,0,0,4.480626850913491,0,1,0,0,0,1,0
32003,4445,229.0,2,20413.24,2,3,3,0,0,5,492.31,2,3,107,4659.45,0,0.3067,0,0,16,1,0,1,0,5.438079308923196,0,0,0,1,0,0,0
16301,3565,22.4,3,87085.89,0,4,1,0,0,9,258.53,1,2,78,3264.92,2,0.1453,0,0,0,0,1,0,0,3.152736022363656,0,1,0,1,0,0,0
38040,6398,263.59,2,98730.52,0,2,2,0,1,4,79.03,1,2,157,4134.17,0,0.3619,0,0,22,0,1,0,0,5.57818145807175,0,0,0,1,0,1,0
24357,6252,425.97,3,14127.88,1,0,0,0,0,4,136.02,3,2,157,4657.46,3,0.314,0,0,17,3,0,1,0,6.056713753149202,0,0,0,1,0,0,0
46818,2371,119.44,0,18698.54,2,2,0,0,0,2,21.14,0,1,105,4487.33,1,0.6425,1,0,17,5,0,1,0,4.791151703613533,0,0,0,0,0,0,0
26341,7418,18.41,3,48723.59,2,3,1,0,0,2,51.4,3,2,82,1931.13,2,0.8117,0,0,19,1,0,0,0,2.9657883971809187,1,0,0,1,0,0,0
21847,4590,8.74,1,1686.45,0,2,1,0,0,10,375.95,1,1,13,3286.0,3,0.6706,1,0,5,5,1,0,1,2.2762411176544437,0,0,0,1,0,0,1
8772,940,513.78,3,63548.64,0,1,4,0,0,6,327.31,0,0,201,2720.75,2,0.6938,1,0,21,5,0,0,0,6.243739624928439,0,0,0,0,0,0,0
13357,871,57.85,0,28459.14,0,2,1,0,0,13,71.66,4,0,81,3003.21,2,0.9129,0,1,15,0,0,1,0,4.074991833706286,1,0,1,1,0,0,0
3934,8596,27.64,2,12521.24,1,4,3,0,0,6,127.39,4,1,16,4150.25,1,0.76,1,1,21,5,0,0,0,3.3548043420924447,1,0,0,1,0,0,1
36801,5355,64.61,1,94289.85,1,2,0,0,0,11,332.4,3,0,139,366.13,1,0.6274,0,0,22,3,1,0,0,4.1837281233567865,0,0,1,1,0,0,0
29359,508,106.84,3,55417.27,0,3,2,0,0,13,277.96,0,1,65,17.13,0,0.3657,0,0,3,0,1,0,0,4.680648647163997,0,0,1,0,0,0,0
49341,7035,80.2,2,82626.55,2,3,4,0,0,5,151.98,0,2,159,178.6,2,0.0462,1,0,11,6,0,1,0,4.396915247167632,0,1,0,0,0,0,0
3796,6109,11.91,0,75447.75,1,1,4,0,0,7,86.6,1,3,69,961.72,1,0.2151,0,0,19,2,0,0,0,2.558002204858551,0,1,0,1,0,0,0
46358,2551,202.75,0,58180.36,2,0,4,1,0,8,77.57,0,1,6,1798.14,2,0.1632,0,0,6,0,0,0,0,5.316893752120972,0,1,0,0,1,0,0
6227,4351,45.05,0,7142.75,1,3,2,1,0,6,177.07,0,2,32,4623.41,1,0.8534,0,1,22,0,1,0,0,3.829727762701316,1,0,0,0,1,0,0
38606,7405,68.08,0,11823.74,1,3,1,0,0,14,124.97,2,3,116,4500.89,2,0.3606,0,0,7,3,0,0,0,4.235265253278478,0,0,1,1,0,0,0
23490,8592,38.38,2,33764.14,2,2,3,0,0,3,111.29,4,1,109,249.27,3,0.6095,0,1,5,3,1,0,0,3.6732580732109796,0,0,0,1,0,0,0
19213,2451,45.14,1,90226.22,0,1,2,0,0,6,15.74,1,3,62,150.73,3,0.0042,0,0,2,3,1,0,0,3.8316802527456075,0,1,0,1,0,0,0
31383,1487,40.68,0,73513.35,0,0,0,0,0,3,27.19,1,1,40,768.22,0,0.8577,0,1,11,1,0,1,0,3.7300213974451113,1,0,0,1,0,0,0
21808,3406,28.93,0,21457.06,0,1,4,0,0,4,356.78,0,0,124,293.67,3,0.5639,1,0,22,5,1,0,0,3.3988613218646075,0,0,0,0,0,0,0
42106,1519,211.35,3,83061.48,1,0,4,0,0,3,209.73,4,2,234,4917.78,1,0.4945,0,1,7,0,0,0,0,5.35823585675928,0,0,0,1,0,0,0
35659,2763,221.65,0,4113.54,2,1,2,0,0,1,380.62,0,2,153,4158.29,0,0.8891,0,1,3,4,1,0,0,5.405601031767711,1,0,0,0,0,0,0
29334,5338,203.14,1,55114.35,0,3,1,0,0,14,29.4,4,0,121,3874.84,1,0.7617,0,1,20,3,0,0,0,5.318806032975353,1,0,1,1,0,0,0
45829,6939,77.56,0,35091.4,0,1,1,0,0,3,126.65,2,1,84,1895.75,2,0.7788,0,0,19,4,0,0,0,4.36386266404621,1,0,0,1,0,0,0
45052,6769,43.67,0,871.39,2,1,2,0,0,8,281.45,0,0,64,321.41,3,0.1535,0,0,11,2,0,1,0,3.7993021353640275,0,1,0,0,0,0,0
34047,1516,35.48,0,96433.2,1,3,4,0,0,10,274.94,4,0,223,1801.72,1,0.9509,1,1,3,6,1,0,0,3.5967641652061304,1,0,0,1,0,0,1
3171,324,69.42,0,55756.5,1,0,0,0,0,2,67.54,3,0,38,1047.08,2,0.499,0,0,19,0,0,0,0,4.254477313726906,0,0,0,1,0,0,0
13117,8142,105.88,1,12611.33,2,2,1,0,0,12,155.72,1,1,207,242.67,3,0.5794,0,0,14,2,0,1,0,4.671706709788335,0,0,1,1,0,0,0
34629,1723,97.23,2,50077.22,2,1,0,0,0,4,206.5,3,3,103,1523.59,2,0.6551,0,0,2,4,1,0,0,4.5873116676867784,0,0,0,1,0,0,0
45816,563,309.46,3,1754.34,0,0,1,0,0,2,452.58,1,3,139,2165.65,0,0.2389,1,0,11,6,0,1,0,5.738055068598297,0,1,0,1,0,0,1
31802,7941,86.97,2,3919.19,0,2,3,0,1,10,236.75,4,2,8,2567.75,1,0.1571,1,1,18,6,0,0,0,4.476995847264583,0,1,0,1,0,1,1
27885,3804,110.75,3,67075.63,1,2,0,0,0,4,484.92,3,0,89,2290.86,3,0.1995,0,0,13,3,0,1,0,4.716264233493678,0,1,0,1,0,0,0
33553,4090,209.18,2,15932.19,1,2,2,0,0,14,10.28,0,2,105,1895.21,0,0.8742,1,1,7,5,0,0,0,5.347964306437451,1,0,1,0,0,0,0
32503,1385,184.5,1,34642.47,1,3,4,0,0,13,10.0,4,2,91,2730.28,1,0.4426,1,1,3,5,1,0,0,5.22305488204749,0,0,1,1,0,0,1
45799,6036,17.04,2,41936.84,2,3,1,0,0,6,403.46,3,1,34,4423.09,1,0.4467,0,0,13,2,0,1,0,2.8925915146344776,0,0,0,1,0,0,0
29752,1765,12.13,1,86906.22,0,0,0,0,0,4,347.35,1,1,73,4849.83,0,0.6382,0,0,12,1,0,1,0,2.574899688314705,0,0,0,1,0,0,0
36642,8420,260.47,2,93531.71,2,3,1,0,0,8,287.19,1,2,63,4578.71,1,0.978,0,1,23,3,1,0,0,5.566319554170473,1,0,0,1,0,0,0
42743,6285,68.1,3,58137.59,0,4,0,0,0,3,441.96,3,0,20,3548.05,1,0.6328,0,0,16,3,0,1,0,4.235554730773624,0,0,0,1,0,0,0
